_id,Перший рівень,Другий рівень,Третій рівень,Четвертий рівень,Додатковий рівень,Категорія об’єкта,Назва об’єкта
163,UA01000000000013043,UA01040000000069938,UA01040070000067477,UA01040070050033996,"",C,Пролом
164,UA01000000000013043,UA01040000000069938,UA01040070000067477,UA01040070060012593,"",C,Сєверне
165,UA01000000000013043,UA01040000000069938,UA01040090000079381,"","",H,Вишенська 
166,UA01000000000013043,UA01040000000069938,UA01040090000079381,UA01040090010029666,"",C,Вишенне
167,UA01000000000013043,UA01040000000069938,UA01040090000079381,UA01040090020073644,"",C,Біла Скеля
168,UA01000000000013043,UA01040000000069938,UA01040090000079381,UA01040090030082750,"",C,Миронівка
169,UA01000000000013043,UA01040000000069938,UA01040110000030475,"","",H,Дрофинська 
170,UA01000000000013043,UA01040000000069938,UA01040110000030475,UA01040110010070703,"",C,Дрофине
171,UA01000000000013043,UA01040000000069938,UA01040110000030475,UA01040110020039966,"",C,Стрепетове
172,UA01000000000013043,UA01040000000069938,UA01040110000030475,UA01040110030087754,"",C,Яструбки
173,UA01000000000013043,UA01040000000069938,UA01040130000027316,"","",H,Желябовська 
174,UA01000000000013043,UA01040000000069938,UA01040130000027316,UA01040130010024144,"",C,Желябовка
175,UA01000000000013043,UA01040000000069938,UA01040130000027316,UA01040130020098833,"",C,Ломоносове
176,UA01000000000013043,UA01040000000069938,UA01040150000027533,"","",H,Жемчужинська 
177,UA01000000000013043,UA01040000000069938,UA01040150000027533,UA01040150010012456,"",C,Жемчужина
178,UA01000000000013043,UA01040000000069938,UA01040150000027533,UA01040150020053669,"",C,Піни
179,UA01000000000013043,UA01040000000069938,UA01040150000027533,UA01040150030055513,"",C,Прирічне
180,UA01000000000013043,UA01040000000069938,UA01040170000015760,"","",H,Зеленогірська 
181,UA01000000000013043,UA01040000000069938,UA01040170000015760,UA01040170010099030,"",C,Зеленогірське
182,UA01000000000013043,UA01040000000069938,UA01040170000015760,UA01040170020016040,"",C,Балки
183,UA01000000000013043,UA01040000000069938,UA01040170000015760,UA01040170030074437,"",C,Міжгір’я
184,UA01000000000013043,UA01040000000069938,UA01040170000015760,UA01040170040064672,"",C,Новогригорівка
185,UA01000000000013043,UA01040000000069938,UA01040170000015760,UA01040170050072173,"",C,Новокленове
186,UA01000000000013043,UA01040000000069938,UA01040170000015760,UA01040170060032396,"",C,Овражки
187,UA01000000000013043,UA01040000000069938,UA01040170000015760,UA01040170070071644,"",C,Олександрівка
188,UA01000000000013043,UA01040000000069938,UA01040170000015760,UA01040170080017987,"",C,Пасічне
189,UA01000000000013043,UA01040000000069938,UA01040170000015760,UA01040170090038370,"",C,Пчолине
190,UA01000000000013043,UA01040000000069938,UA01040170000015760,UA01040170100036591,"",C,Яковлівка
191,UA01000000000013043,UA01040000000069938,UA01040190000020544,"","",H,Земляничненська 
192,UA01000000000013043,UA01040000000069938,UA01040190000020544,UA01040190010097055,"",C,Земляничне
193,UA01000000000013043,UA01040000000069938,UA01040190000020544,UA01040190020016045,"",C,Оленівка
194,UA01000000000013043,UA01040000000069938,UA01040190000020544,UA01040190030042848,"",C,Опитне
195,UA01000000000013043,UA01040000000069938,UA01040190000020544,UA01040190040040090,"",C,Радісне
196,UA01000000000013043,UA01040000000069938,UA01040190000020544,UA01040190050057807,"",C,Родники
197,UA01000000000013043,UA01040000000069938,UA01040190000020544,UA01040190060069233,"",C,Синьокам’янка
198,UA01000000000013043,UA01040000000069938,UA01040190000020544,UA01040190070073990,"",C,Учебне
199,UA01000000000013043,UA01040000000069938,UA01040210000036434,"","",H,Зибинська 
200,UA01000000000013043,UA01040000000069938,UA01040210000036434,UA01040210010038172,"",C,Зибини
201,UA01000000000013043,UA01040000000069938,UA01040210000036434,UA01040210020028452,"",C,Мельники
202,UA01000000000013043,UA01040000000069938,UA01040230000046436,"","",H,Зоркінська 
203,UA01000000000013043,UA01040000000069938,UA01040230000046436,UA01040230010050895,"",C,Зоркіне
204,UA01000000000013043,UA01040000000069938,UA01040230000046436,UA01040230020012738,"",C,Межове
205,UA01000000000013043,UA01040000000069938,UA01040230000046436,UA01040230030073687,"",C,Ніжинське
206,UA01000000000013043,UA01040000000069938,UA01040230000046436,UA01040230040036450,"",C,Широке
207,UA01000000000013043,UA01040000000069938,UA01040250000021026,"","",H,Зуйська 
208,UA01000000000013043,UA01040000000069938,UA01040250000021026,UA01040250010020392,"",T,Зуя
209,UA01000000000013043,UA01040000000069938,UA01040250000021026,UA01040250020020123,"",C,Баланове
210,UA01000000000013043,UA01040000000069938,UA01040250000021026,UA01040250030052860,"",C,Барабанове
211,UA01000000000013043,UA01040000000069938,UA01040250000021026,UA01040250040026169,"",C,Верхні Орішники
212,UA01000000000013043,UA01040000000069938,UA01040250000021026,UA01040250050018337,"",C,Володимирівка
213,UA01000000000013043,UA01040000000069938,UA01040250000021026,UA01040250060026796,"",C,Литвиненкове
214,UA01000000000013043,UA01040000000069938,UA01040250000021026,UA01040250070076047,"",C,Нижні Орішники
215,UA01000000000013043,UA01040000000069938,UA01040250000021026,UA01040250080068374,"",C,Петрове
216,UA01000000000013043,UA01040000000069938,UA01040250000021026,UA01040250090083925,"",C,Українка
217,UA01000000000013043,UA01040000000069938,UA01040270000034439,"","",H,Іванівська 
218,UA01000000000013043,UA01040000000069938,UA01040270000034439,UA01040270010068326,"",C,Іванівка
219,UA01000000000013043,UA01040000000069938,UA01040270000034439,UA01040270020065106,"",C,Заріччя
220,UA01000000000013043,UA01040000000069938,UA01040270000034439,UA01040270030076395,"",C,Тамбовка
221,UA01000000000013043,UA01040000000069938,UA01040270000034439,UA01040270040015063,"",C,Тарасівка
222,UA01000000000013043,UA01040000000069938,UA01040290000025831,"","",H,Ізобільненська 
223,UA01000000000013043,UA01040000000069938,UA01040290000025831,UA01040290010070254,"",C,Ізобільне
224,UA01000000000013043,UA01040000000069938,UA01040310000067033,"","",H,Кісточківська 
225,UA01000000000013043,UA01040000000069938,UA01040310000067033,UA01040310010085584,"",C,Кісточківка
226,UA01000000000013043,UA01040000000069938,UA01040310000067033,UA01040310020084187,"",C,Бюйтен
227,UA01000000000013043,UA01040000000069938,UA01040330000019963,"","",H,Кримськорозівська 
228,UA01000000000013043,UA01040000000069938,UA01040330000019963,UA01040330010069516,"",C,Кримська Роза
229,UA01000000000013043,UA01040000000069938,UA01040330000019963,UA01040330020085307,"",C,Вишневе
230,UA01000000000013043,UA01040000000069938,UA01040350000026880,"","",H,Криничненська 
231,UA01000000000013043,UA01040000000069938,UA01040350000026880,UA01040350010047859,"",C,Криничне
232,UA01000000000013043,UA01040000000069938,UA01040350000026880,UA01040350020012591,"",C,Алексєєвка
233,UA01000000000013043,UA01040000000069938,UA01040350000026880,UA01040350030054188,"",C,Голованівка
234,UA01000000000013043,UA01040000000069938,UA01040350000026880,UA01040350040061641,"",C,Карасівка
235,UA01000000000013043,UA01040000000069938,UA01040350000026880,UA01040350050029903,"",C,Кирпичне
236,UA01000000000013043,UA01040000000069938,UA01040350000026880,UA01040350060024585,"",C,Красноселівка
237,UA01000000000013043,UA01040000000069938,UA01040350000026880,UA01040350070019046,"",C,Яблучне
238,UA01000000000013043,UA01040000000069938,UA01040370000093220,"","",H,Курська 
239,UA01000000000013043,UA01040000000069938,UA01040370000093220,UA01040370010050684,"",C,Курське
240,UA01000000000013043,UA01040000000069938,UA01040370000093220,UA01040370020068344,"",C,Тополівка
241,UA01000000000013043,UA01040000000069938,UA01040390000094458,"","",H,Листвинська 
242,UA01000000000013043,UA01040000000069938,UA01040390000094458,UA01040390010019526,"",C,Листвинне
243,UA01000000000013043,UA01040000000069938,UA01040390000094458,UA01040390020016319,"",C,Кирсанівка
244,UA01000000000013043,UA01040000000069938,UA01040390000094458,UA01040390030093653,"",C,Цвітуще
245,UA01000000000013043,UA01040000000069938,UA01040410000039649,"","",H,Мельнична 
246,UA01000000000013043,UA01040000000069938,UA01040410000039649,UA01040410010042512,"",C,Мельничне
247,UA01000000000013043,UA01040000000069938,UA01040410000039649,UA01040410020013630,"",C,Бочала
248,UA01000000000013043,UA01040000000069938,UA01040430000084830,"","",H,Митрофанівська 
249,UA01000000000013043,UA01040000000069938,UA01040430000084830,UA01040430010029713,"",C,Митрофанівка
250,UA01000000000013043,UA01040000000069938,UA01040430000084830,UA01040430020071965,"",C,Буревісник
251,UA01000000000013043,UA01040000000069938,UA01040430000084830,UA01040430030022616,"",C,Плодове
252,UA01000000000013043,UA01040000000069938,UA01040430000084830,UA01040430040044233,"",C,Розливи
253,UA01000000000013043,UA01040000000069938,UA01040430000084830,UA01040430050095299,"",C,Червоне
254,UA01000000000013043,UA01040000000069938,UA01040450000033279,"","",H,Михайлівська 
255,UA01000000000013043,UA01040000000069938,UA01040450000033279,UA01040450010068274,"",C,Михайлівка
256,UA01000000000013043,UA01040000000069938,UA01040450000033279,UA01040450020087414,"",C,Кунцеве
257,UA01000000000013043,UA01040000000069938,UA01040450000033279,UA01040450030078647,"",C,Уютне
258,UA01000000000013043,UA01040000000069938,UA01040470000054380,"","",H,Мічурінська
259,UA01000000000013043,UA01040000000069938,UA01040470000054380,UA01040470010029499,"",C,Мічурінське
260,UA01000000000013043,UA01040000000069938,UA01040470000054380,UA01040470020022194,"",C,Лічебне
261,UA01000000000013043,UA01040000000069938,UA01040490000050783,"","",H,Муромська 
262,UA01000000000013043,UA01040000000069938,UA01040490000050783,UA01040490010025598,"",C,Муромське
263,UA01000000000013043,UA01040000000069938,UA01040490000050783,UA01040490020063961,"",C,Дивне
264,UA01000000000013043,UA01040000000069938,UA01040490000050783,UA01040490030029723,"",C,Кривцове
265,UA01000000000013043,UA01040000000069938,UA01040490000050783,UA01040490040010927,"",C,Сінне
266,UA01000000000013043,UA01040000000069938,UA01040490000050783,UA01040490050091795,"",C,Хлібне
267,UA01000000000013043,UA01040000000069938,UA01040510000040948,"","",H,Нижньогірська 
268,UA01000000000013043,UA01040000000069938,UA01040510000040948,UA01040510010040141,"",T,Нижньогірський
269,UA01000000000013043,UA01040000000069938,UA01040510000040948,UA01040510020058162,"",C,Зелене
270,UA01000000000013043,UA01040000000069938,UA01040510000040948,UA01040510030083360,"",C,Лінійне
271,UA01000000000013043,UA01040000000069938,UA01040530000066139,"","",H,Новогригорівська 
272,UA01000000000013043,UA01040000000069938,UA01040530000066139,UA01040530010077803,"",C,Новогригорівка
273,UA01000000000013043,UA01040000000069938,UA01040530000066139,UA01040530020097860,"",C,Владиславівка
274,UA01000000000013043,UA01040000000069938,UA01040530000066139,UA01040530030039792,"",C,Корінне
275,UA01000000000013043,UA01040000000069938,UA01040550000033125,"","",H,Новожилівська 
276,UA01000000000013043,UA01040000000069938,UA01040550000033125,UA01040550010088649,"",C,Новожилівка
277,UA01000000000013043,UA01040000000069938,UA01040550000033125,UA01040550020032608,"",C,Аннівка
278,UA01000000000013043,UA01040000000069938,UA01040550000033125,UA01040550030042514,"",C,Новоолександрівка
279,UA01000000000013043,UA01040000000069938,UA01040550000033125,UA01040550040026027,"",C,Тургенєве
280,UA01000000000013043,UA01040000000069938,UA01040570000042023,"","",H,Омелянівська 
281,UA01000000000013043,UA01040000000069938,UA01040570000042023,UA01040570010042704,"",C,Омелянівка
282,UA01000000000013043,UA01040000000069938,UA01040590000047581,"","",H,Охотська 
7267,UA18000000000041385,UA18040000000058965,"","","",P,Житомирський
283,UA01000000000013043,UA01040000000069938,UA01040590000047581,UA01040590010014367,"",C,Охотське
284,UA01000000000013043,UA01040000000069938,UA01040590000047581,UA01040590020067580,"",C,Родники
285,UA01000000000013043,UA01040000000069938,UA01040610000061821,"","",H,Пшеничненська 
286,UA01000000000013043,UA01040000000069938,UA01040610000061821,UA01040610010096964,"",C,Пшеничне
287,UA01000000000013043,UA01040000000069938,UA01040610000061821,UA01040610020030655,"",C,Дворове
288,UA01000000000013043,UA01040000000069938,UA01040610000061821,UA01040610030035427,"",C,Любимівка
289,UA01000000000013043,UA01040000000069938,UA01040610000061821,UA01040610040082484,"",C,Слив’янка
290,UA01000000000013043,UA01040000000069938,UA01040630000018582,"","",H,Русаківська 
291,UA01000000000013043,UA01040000000069938,UA01040630000018582,UA01040630010035977,"",C,Русаківка
292,UA01000000000013043,UA01040000000069938,UA01040630000018582,UA01040630020089356,"",C,Лугове
293,UA01000000000013043,UA01040000000069938,UA01040650000030704,"","",H,Садова 
294,UA01000000000013043,UA01040000000069938,UA01040650000030704,UA01040650010024745,"",C,Садове
295,UA01000000000013043,UA01040000000069938,UA01040650000030704,UA01040650020023276,"",C,Кукурудзяне
296,UA01000000000013043,UA01040000000069938,UA01040650000030704,UA01040650030083387,"",C,Сєрове
297,UA01000000000013043,UA01040000000069938,UA01040670000061265,"","",H,Уварівська 
298,UA01000000000013043,UA01040000000069938,UA01040670000061265,UA01040670010062727,"",C,Уварівка
299,UA01000000000013043,UA01040000000069938,UA01040670000061265,UA01040670020074869,"",C,Новоіванівка
300,UA01000000000013043,UA01040000000069938,UA01040670000061265,UA01040670030050869,"",C,Сім’яне
301,UA01000000000013043,UA01040000000069938,UA01040690000074143,"","",H,Цвіточненська 
302,UA01000000000013043,UA01040000000069938,UA01040690000074143,UA01040690010075069,"",C,Цвіточне
303,UA01000000000013043,UA01040000000069938,UA01040690000074143,UA01040690020016998,"",C,Долинівка
304,UA01000000000013043,UA01040000000069938,UA01040710000052728,"","",H,Чкаловська 
305,UA01000000000013043,UA01040000000069938,UA01040710000052728,UA01040710010035681,"",C,Чкалове
306,UA01000000000013043,UA01040000000069938,UA01040710000052728,UA01040710020071658,"",C,Великосілля
307,UA01000000000013043,UA01040000000069938,UA01040710000052728,UA01040710030081339,"",C,Заливне
308,UA01000000000013043,UA01040000000069938,UA01040710000052728,UA01040710040054533,"",C,Коврове
309,UA01000000000013043,UA01040000000069938,UA01040710000052728,UA01040710050067164,"",C,Лугове
310,UA01000000000013043,UA01040000000069938,UA01040710000052728,UA01040710060072205,"",C,Степанівка
311,UA01000000000013043,UA01040000000069938,UA01040730000084787,"","",H,Чорнопільська 
312,UA01000000000013043,UA01040000000069938,UA01040730000084787,UA01040730010039853,"",C,Чорнопілля
313,UA01000000000013043,UA01040000000069938,UA01040730000084787,UA01040730020037154,"",C,Дозорне
314,UA01000000000013043,UA01040000000069938,UA01040730000084787,UA01040730030063814,"",C,Кизилівка
315,UA01000000000013043,UA01040000000069938,UA01040730000084787,UA01040730040030160,"",C,Султан-Сарай
316,UA01000000000013043,UA01040000000069938,UA01040750000059611,"","",H,Якимівська 
317,UA01000000000013043,UA01040000000069938,UA01040750000059611,UA01040750010015899,"",C,Якимівка
318,UA01000000000013043,UA01040000000069938,UA01040750000059611,UA01040750020047552,"",C,Дворіччя
319,UA01000000000013043,UA01040000000069938,UA01040750000059611,UA01040750030056459,"",C,Лужки
320,UA01000000000013043,UA01060000000028159,"","","",P,Джанкойський
321,UA01000000000013043,UA01060000000028159,UA01060010000036566,"","",H,Азовська 
322,UA01000000000013043,UA01060000000028159,UA01060010000036566,UA01060010010090682,"",T,Азовське
323,UA01000000000013043,UA01060000000028159,UA01060030000038531,"","",H,Вільненська 
324,UA01000000000013043,UA01060000000028159,UA01060030000038531,UA01060030010037486,"",T,Вільне
325,UA01000000000013043,UA01060000000028159,UA01060050000010421,"","",H,Джанкойська 
326,UA01000000000013043,UA01060000000028159,UA01060050000010421,UA01060050010078305,"",M,Джанкой
327,UA01000000000013043,UA01060000000028159,UA01060070000050618,"","",H,Єрмаківська 
328,UA01000000000013043,UA01060000000028159,UA01060070000050618,UA01060070010079622,"",C,Єрмакове
329,UA01000000000013043,UA01060000000028159,UA01060070000050618,UA01060070020020057,"",C,Вітвисте
330,UA01000000000013043,UA01060000000028159,UA01060070000050618,UA01060070030055199,"",C,Копані
331,UA01000000000013043,UA01060000000028159,UA01060070000050618,UA01060070040077324,"",C,Придорожнє
332,UA01000000000013043,UA01060000000028159,UA01060070000050618,UA01060070050062490,"",C,Солоне Озеро
333,UA01000000000013043,UA01060000000028159,UA01060070000050618,UA01060070060083016,"",C,Стовпове
334,UA01000000000013043,UA01060000000028159,UA01060070000050618,UA01060070070051856,"",C,Тархан-Сунак
335,UA01000000000013043,UA01060000000028159,UA01060090000040099,"","",H,Завіто-Ленінська 
336,UA01000000000013043,UA01060000000028159,UA01060090000040099,UA01060090010012913,"",C,Кучук-Алкали
337,UA01000000000013043,UA01060000000028159,UA01060090000040099,UA01060090020040554,"",C,Зелений Яр
338,UA01000000000013043,UA01060000000028159,UA01060090000040099,UA01060090030020893,"",C,Мартинівка
339,UA01000000000013043,UA01060000000028159,UA01060090000040099,UA01060090040090998,"",C,Мілководне
340,UA01000000000013043,UA01060000000028159,UA01060090000040099,UA01060090050035872,"",C,Пушкіне
341,UA01000000000013043,UA01060000000028159,UA01060090000040099,UA01060090060088166,"",C,Солонцеве
342,UA01000000000013043,UA01060000000028159,UA01060110000056995,"","",H,Зарічненська 
343,UA01000000000013043,UA01060000000028159,UA01060110000056995,UA01060110010025642,"",C,Зарічне
344,UA01000000000013043,UA01060000000028159,UA01060110000056995,UA01060110020054068,"",C,Армійське
345,UA01000000000013043,UA01060000000028159,UA01060110000056995,UA01060110030095585,"",C,Болотне
346,UA01000000000013043,UA01060000000028159,UA01060110000056995,UA01060110040062805,"",C,Низинне
347,UA01000000000013043,UA01060000000028159,UA01060110000056995,UA01060110050080013,"",C,Перепілкине
348,UA01000000000013043,UA01060000000028159,UA01060110000056995,UA01060110060044964,"",C,Суміжне
349,UA01000000000013043,UA01060000000028159,UA01060110000056995,UA01060110070010109,"",X,Митюрине
350,UA01000000000013043,UA01060000000028159,UA01060130000083087,"","",H,Ізумруднівська 
351,UA01000000000013043,UA01060000000028159,UA01060130000083087,UA01060130010045779,"",C,Ізумрудне
352,UA01000000000013043,UA01060000000028159,UA01060130000083087,UA01060130020057887,"",C,Дмитрівка
353,UA01000000000013043,UA01060000000028159,UA01060130000083087,UA01060130030038263,"",C,Калинівка
354,UA01000000000013043,UA01060000000028159,UA01060130000083087,UA01060130040012002,"",C,Мічурінівка
355,UA01000000000013043,UA01060000000028159,UA01060130000083087,UA01060130050057960,"",C,Новостепове
356,UA01000000000013043,UA01060000000028159,UA01060130000083087,UA01060130060096110,"",C,Овочеве
357,UA01000000000013043,UA01060000000028159,UA01060150000096126,"","",H,Кіндратівська 
358,UA01000000000013043,UA01060000000028159,UA01060150000096126,UA01060150010027388,"",C,Кіндратове
359,UA01000000000013043,UA01060000000028159,UA01060150000096126,UA01060150020068737,"",C,Мішен-Найман
360,UA01000000000013043,UA01060000000028159,UA01060150000096126,UA01060150030057302,"",C,Рубинівка
361,UA01000000000013043,UA01060000000028159,UA01060150000096126,UA01060150040088519,"",X,Дорожнє
362,UA01000000000013043,UA01060000000028159,UA01060170000087883,"","",H,Кримківська 
363,UA01000000000013043,UA01060000000028159,UA01060170000087883,UA01060170010033391,"",C,Кримка
364,UA01000000000013043,UA01060000000028159,UA01060190000037533,"","",H,Лобанівська 
365,UA01000000000013043,UA01060000000028159,UA01060190000037533,UA01060190010025055,"",C,Лобанове
366,UA01000000000013043,UA01060000000028159,UA01060190000037533,UA01060190020063631,"",C,Жилине
367,UA01000000000013043,UA01060000000028159,UA01060190000037533,UA01060190030045526,"",C,Мар’їне
368,UA01000000000013043,UA01060000000028159,UA01060190000037533,UA01060190040064489,"",C,Орденоносне
369,UA01000000000013043,UA01060000000028159,UA01060190000037533,UA01060190050045891,"",X,Ясне
370,UA01000000000013043,UA01060000000028159,UA01060210000015881,"","",H,Луганська 
371,UA01000000000013043,UA01060000000028159,UA01060210000015881,UA01060210010054267,"",C,Луганське
372,UA01000000000013043,UA01060000000028159,UA01060210000015881,UA01060210020070598,"",C,Джадра-Шейх-Елі
373,UA01000000000013043,UA01060000000028159,UA01060210000015881,UA01060210030030095,"",C,Ковильне
374,UA01000000000013043,UA01060000000028159,UA01060210000015881,UA01060210040086529,"",C,Пробудження
375,UA01000000000013043,UA01060000000028159,UA01060210000015881,UA01060210050082911,"",C,Тутове
376,UA01000000000013043,UA01060000000028159,UA01060230000090283,"","",H,Майська 
377,UA01000000000013043,UA01060000000028159,UA01060230000090283,UA01060230010081534,"",C,Майське
378,UA01000000000013043,UA01060000000028159,UA01060230000090283,UA01060230020019545,"",C,Бай-Кончек
379,UA01000000000013043,UA01060000000028159,UA01060230000090283,UA01060230030011132,"",C,Ближнє
380,UA01000000000013043,UA01060000000028159,UA01060230000090283,UA01060230040047884,"",C,Житомирське
381,UA01000000000013043,UA01060000000028159,UA01060230000090283,UA01060230050014955,"",C,Польове
382,UA01000000000013043,UA01060000000028159,UA01060250000010093,"","",H,Маслівська 
383,UA01000000000013043,UA01060000000028159,UA01060250000010093,UA01060250010035790,"",C,Маслове
384,UA01000000000013043,UA01060000000028159,UA01060250000010093,UA01060250020088912,"",C,Конурча
385,UA01000000000013043,UA01060000000028159,UA01060250000010093,UA01060250030035126,"",C,Орак-Аджи
386,UA01000000000013043,UA01060000000028159,UA01060270000057570,"","",H,Медведівська 
387,UA01000000000013043,UA01060000000028159,UA01060270000057570,UA01060270010016642,"",C,Медведівка
388,UA01000000000013043,UA01060000000028159,UA01060270000057570,UA01060270020055295,"",C,Передмістне
389,UA01000000000013043,UA01060000000028159,UA01060270000057570,UA01060270030024975,"",C,Тургенєве
390,UA01000000000013043,UA01060000000028159,UA01060290000012729,"","",H,Мирнівська 
391,UA01000000000013043,UA01060000000028159,UA01060290000012729,UA01060290010093008,"",C,Мирнівка
392,UA01000000000013043,UA01060000000028159,UA01060290000012729,UA01060290020059939,"",C,Дніпровка
393,UA01000000000013043,UA01060000000028159,UA01060290000012729,UA01060290030056654,"",C,Костянтинівка
394,UA01000000000013043,UA01060000000028159,UA01060290000012729,UA01060290040096431,"",C,Рисакове
395,UA01000000000013043,UA01060000000028159,UA01060290000012729,UA01060290050016030,"",C,Тимофіївка
396,UA01000000000013043,UA01060000000028159,UA01060310000070223,"","",H,Новокримська 
397,UA01000000000013043,UA01060000000028159,UA01060310000070223,UA01060310010077633,"",C,Новокримське
398,UA01000000000013043,UA01060000000028159,UA01060310000070223,UA01060310020084102,"",C,Істочне
399,UA01000000000013043,UA01060000000028159,UA01060310000070223,UA01060310030037516,"",C,Павлівка
400,UA01000000000013043,UA01060000000028159,UA01060330000093805,"","",H,Пахарівська 
401,UA01000000000013043,UA01060000000028159,UA01060330000093805,UA01060330010057478,"",C,Пахарівка
402,UA01000000000013043,UA01060000000028159,UA01060330000093805,UA01060330020054147,"",C,Випасне
403,UA01000000000013043,UA01060000000028159,UA01060350000056233,"","",H,Побєдненська 
404,UA01000000000013043,UA01060000000028159,UA01060350000056233,UA01060350010072722,"",C,Побєдне
405,UA01000000000013043,UA01060000000028159,UA01060350000056233,UA01060350020027998,"",C,Нове Життя
406,UA01000000000013043,UA01060000000028159,UA01060350000056233,UA01060350030082893,"",C,Тарасівка
407,UA01000000000013043,UA01060000000028159,UA01060370000043403,"","",H,Просторненська 
408,UA01000000000013043,UA01060000000028159,UA01060370000043403,UA01060370010062246,"",C,Просторне
409,UA01000000000013043,UA01060000000028159,UA01060370000043403,UA01060370020044063,"",C,Антонівка
410,UA01000000000013043,UA01060000000028159,UA01060370000043403,UA01060370030050272,"",C,Апрелівка
411,UA01000000000013043,UA01060000000028159,UA01060370000043403,UA01060370040017640,"",C,Бородіно
412,UA01000000000013043,UA01060000000028159,UA01060370000043403,UA01060370050059566,"",C,Нижні Отрожки
413,UA01000000000013043,UA01060000000028159,UA01060370000043403,UA01060370060019643,"",C,Слов’янське
414,UA01000000000013043,UA01060000000028159,UA01060370000043403,UA01060370070099918,"",C,Стефанівка
415,UA01000000000013043,UA01060000000028159,UA01060390000046603,"","",H,Розкішненська 
416,UA01000000000013043,UA01060000000028159,UA01060390000046603,UA01060390010064808,"",C,Розкішне
417,UA01000000000013043,UA01060000000028159,UA01060390000046603,UA01060390020015060,"",C,Зернове
418,UA01000000000013043,UA01060000000028159,UA01060410000094479,"","",H,Рощинська 
419,UA01000000000013043,UA01060000000028159,UA01060410000094479,UA01060410010056869,"",C,Рощине
420,UA01000000000013043,UA01060000000028159,UA01060410000094479,UA01060410020048220,"",C,Ближньогородське
421,UA01000000000013043,UA01060000000028159,UA01060410000094479,UA01060410030043595,"",C,Краснодольне
422,UA01000000000013043,UA01060000000028159,UA01060410000094479,UA01060410040018353,"",C,Озерне
423,UA01000000000013043,UA01060000000028159,UA01060410000094479,UA01060410050095410,"",C,Сєрноводське
424,UA01000000000013043,UA01060000000028159,UA01060430000047350,"","",H,Світлівська 
425,UA01000000000013043,UA01060000000028159,UA01060430000047350,UA01060430010016957,"",C,Світле
426,UA01000000000013043,UA01060000000028159,UA01060430000047350,UA01060430020098298,"",C,Благодатне
427,UA01000000000013043,UA01060000000028159,UA01060450000039619,"","",H,Стальненська 
428,UA01000000000013043,UA01060000000028159,UA01060450000039619,UA01060450010038318,"",C,Стальне
